Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
563,Navkaar Rabiya Residency ,Sector 30 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,525.0,4952.0,4.0,1,1,26.0
564,Unnamed Property,Sector 30 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,580.0,6379.0,1.0,1,1,37.0
565,Unnamed Property,Sector 30 Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,750.0,22666.0,13.0,2,2,170.0
566,Cosmos Empress Park ,1104 Anand Nagar Thane Mumbai,Nagar Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,10000.0,11.0,2,2,105.0
567,Unnamed Property,101 Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Plot Area,1943.875,27777.0,2.0,4,4,399.5
568,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,384.0,36197.0,8.0,1,2,139.0
569,The Pearl ,New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,665.0,6766.0,0.0,1,1,45.0
570,Marathon Nexzone ,000 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1215.0,7160.0,25.5,2,2,87.0
571,Siddhivinayak Garima ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,980.0,5051.0,4.0,2,2,49.5
572,Unnamed Property,700 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,10285.0,15.0,2,2,108.0
573,Dnyaneshawari Apartments ,Sector 16 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,950.0,12105.0,7.0,2,2,115.0
574,Mallhar Bhimashankar Heights ,Kandarpada Mumbai,Kandarpada Mumbai,0 to 1 Year,Ready To Move,Carpet Area,753.0,25763.0,14.0,2,3,194.0
575,Mallhar Bhimashankar Heights ,New Link Road Kandarpada Dahisar West Kandarpada Mumbai,Dahisar Kandarpada,0 to 1 Year,Ready To Move,Carpet Area,753.0,23904.0,19.0,2,2,180.0
576,Veda CHS ,IC Colony Mumbai,Ic Colony,10+ Year,Ready To Move,Carpet Area,420.0,21428.0,5.0,1,1,90.0
577,Chheda Palladium ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,935.0,32085.0,13.0,3,3,300.0
578,Kohinoor Majestic ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,636.0,12421.0,6.0,2,1,79.0
579,Kings Court by TCJ Realty ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,765.0,10718.0,3.0,2,2,82.0
580,Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,651.0,8448.0,1.0,2,2,55.0
581,Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,Malad Malad,1 to 5 Year,Ready To Move,Built Up Area,1307.0,16220.0,4.0,2,2,212.0
582,Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,Malad Malad,1 to 5 Year,Ready To Move,Built Up Area,1919.0,16466.0,6.0,3,3,316.0
583,Sai Prasad Residency ,704 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,665.0,9774.0,4.0,1,1,65.0
584,Indiabulls Greens ,007 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,891.0,7744.0,14.0,2,2,69.0
585,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430.0,10813.0,3.0,1,2,46.5
586,Orovia Phase 1 ,121 Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Carpet Area,771.0,16083.0,3.0,2,2,124.0
587,Unnamed Property,Malad West Mumbai,Malad Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1500.0,14000.0,7.0,4,4,210.0
588,Rna NG Suncity Phase 3 ,Thakur Village Mumbai,Thakur Village,5 to 10 Year,Ready To Move,Super Built Up Area,990.0,12626.0,8.0,2,2,125.0
589,Lokhandwala Spring Leaf ,Lokhandwala Kandivali East Mumbai,Lokhandwala Kandivali,1 to 5 Year,Ready To Move,Super Built Up Area,425.0,16000.0,2.0,1,1,68.0
590,Unnamed Property,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,600.0,15333.0,3.0,1,1,92.0
591,Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Meadows Thane,10+ Year,Ready To Move,Built Up Area,1780.0,19101.0,8.0,3,3,340.0
592,Tharwanis Rosa Bella ,Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1170.0,8803.0,17.0,2,2,103.0
593,Status Vihar ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1200.0,7333.0,5.0,2,2,88.0
594,Proviso Complex ,Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,9062.0,6.0,3,3,145.0
595,Uma Elements ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,730.0,4794.0,11.0,1,2,35.0
596,Unnamed Property,Sector 17 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,750.0,9066.0,1.0,1,1,68.0
597,Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,650.0,18461.0,4.0,2,2,120.0
598,Ajmera Aeon ,1603 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,23909.0,16.0,3,4,399.5
599,Unnamed Property,Jankalyan Nagar Mumbai,Jankalyan Nagar,5 to 10 Year,Ready To Move,Built Up Area,625.0,13280.0,7.0,1,2,83.0
600,Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,761.0,30000.0,7.0,2,2,228.0
601,Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1472.0,30000.0,7.0,4,4,399.5
602,Laxmi Avenue D Global City ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,4496.0,6.0,1,2,29.0
603,Sahakar Premier ,202 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1060.0,7735.0,2.0,2,2,82.0
604,One Hiranandani Park ,1303 Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,1 to 5 Year,Ready To Move,Carpet Area,559.0,27728.0,5.0,2,2,155.0
605,Hiranandani Gardens Richmond Tower ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,33000.0,6.0,5,6,399.5
606,Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,41666.0,15.0,3,4,399.5
607,Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,43437.375,14.0,4,5,399.5
608,Hiranandani Castle Rock ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,25920.0,12.0,2,2,324.0
609,Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,432.0,7407.0,9.0,1,1,32.0
610,Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,920.0,4836.0,4.0,2,2,44.5
611,Nahars Amrit Shakti ,Nahar Amrit Shakti r 12 Sector chandivali Film Studio chandivali Farm Road andheri E mumbai 400072 Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1313.0,20944.0,16.0,3,2,275.0
612,Regency Towers ,503 Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Super Built Up Area,1150.0,11304.0,5.0,2,2,130.0
613,Om Shree Apartment ,110 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,11937.0,7.0,1,1,77.0
614,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1850.0,9081.0,3.0,3,3,168.0
615,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,9777.0,10.0,2,2,132.0
616,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,670.0,8955.0,2.0,2,2,60.0
617,Paradise Sai Crystals ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1175.0,9361.0,7.0,2,2,110.0
618,Unnamed Property,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1600.0,8312.0,10.0,3,3,133.0
619,Adani Western Heights ,000 4 Bunglows Mumbai,Bunglows Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1220.0,43437.375,25.0,4,3,399.5
620,Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,4728.0,4.0,1,2,30.5
621,Kalpataru Sunrise ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1645.0,15197.0,10.0,3,3,250.0
622,Unnamed Property,Andheri West Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1024.0,28320.0,8.0,2,2,290.0
623,Valencia Apartment ,203 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,550.0,20909.0,2.0,1,2,115.0
624,Today Global Genesis ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1135.0,8810.0,7.0,2,2,100.0
625,Shreeji Arcade ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1465.0,8873.0,11.0,3,3,130.0
626,Platinum Balaji Heights ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1200.0,6833.0,3.0,2,2,82.0
627,Kalpataru Srishti ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,827.0,16324.0,3.0,3,2,135.0
628,Giriraj Silver Star ,503 Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650.0,9923.0,6.0,1,1,64.5
629,SKD Pinnacolo ,Pinnacolo Bravely Park Kankia Road Mira Road Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,765.0,14960.0,1.0,1,2,76.0
630,Amisha Empire ,Hatkesh Udhog Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1080.0,8862.0,9.0,2,2,95.7
631,Prithvi Pride ,Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,642.0,13705.0,5.0,2,2,88.0
632,Marathon Nexzone ,602 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,825.0,7515.0,14.0,2,2,62.0
633,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,35714.0,7.0,4,4,399.5
634,Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,43437.375,6.0,3,5,399.5
635,Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,43437.375,5.0,3,3,399.5
636,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,42105.0,13.0,3,3,399.5
637,Nahar Jonquille and Jamaica ,Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,17809.0,8.0,2,2,187.0
638,New Satara CHS ,3rd Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1050.0,9333.0,3.0,2,2,98.0
639,Unnamed Property,Koparkhairane Sector 15 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100.0,10000.0,1.0,2,2,110.0
640,RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,16666.0,18.0,3,3,275.0
641,RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,14166.0,10.0,2,2,170.0
642,Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,13636.0,17.0,2,2,150.0
643,Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1400.0,13214.0,17.0,3,2,185.0
644,Bhoomi Gardenia 2 ,Sector 20 Roadpali Navi Mumbai Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1130.0,7433.0,10.0,2,2,84.0
645,Vicky Apartment ,Prabhadevi South Mumbai Mumbai,Prabhadevi Mumbai,10+ Year,Ready To Move,Built Up Area,1943.875,42393.0,2.0,4,4,399.5
646,Bhumiraj Hermitage ,2501 Palm Beach Navi Mumbai Mumbai,Beach Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1693.0,25103.0,25.0,3,3,399.5
647,Baba Pearl Heights ,Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1275.0,6156.0,2.0,2,2,78.5
648,Unnamed Property,B601 Dadabhai Cross Road 1 Near Bhavans College Andheri West Mumbai 400058 Andheri West Mumbai,Mumbai Andheri,10+ Year,Ready To Move,Super Built Up Area,1100.0,19090.0,6.0,2,3,210.0
649,L and T Emerald Isle ,Powai Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,650.95,27960.0,12.0,2,2,182.0
650,Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,553.0,7866.0,8.0,2,2,43.5
651,Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,704.0,29119.0,8.0,2,2,205.0
652,Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,850.0,30065.0,17.0,3,3,256.0
653,Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,373.0,7640.0,6.0,1,1,28.5
654,Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,10+ Year,Ready To Move,Carpet Area,700.0,10000.0,3.0,2,2,70.0
655,Royce Vaibhavi City ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,650.0,6923.0,3.0,2,1,45.0
656,Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,435.0,8275.0,2.0,1,1,36.0
657,Raunak City 3 ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Carpet Area,364.0,9890.0,6.0,1,1,36.0
658,Piramal Nagar CHS ,C 01 Goregaon West Mumbai,- Goregaon,10+ Year,Ready To Move,Super Built Up Area,905.0,30000.0,1.0,2,2,195.0
659,Unnamed Property,B Wing Oxford 202 Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Carpet Area,500.0,16400.0,2.0,1,2,82.0
660,Gajora Kalpavruksha Valley ,Sector 23 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,740.0,5135.0,1.0,1,2,38.0
661,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418.0,8851.0,5.0,1,1,37.0
662,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418.0,9569.0,2.0,1,1,40.0
663,Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,685.0,4817.0,4.0,1,1,33.0
664,Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,460.0,5217.0,3.0,1,1,24.0
665,Unnamed Property,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,710.0,6338.0,7.0,1,1,45.0
666,Kabra Centroid ,Kalina Mumbai South West Mumbai,Kalina Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,18400.0,8.0,2,2,230.0
667,Juhi Residency ,Sector 5 Kamothe Sector 5 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1333.0,7501.0,9.0,2,2,100.0
668,Unnamed Property,Sector 20 Kamothe Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,650.0,7076.0,3.0,1,1,46.0
669,VUB Veermaa Paradise ,Sector 20 Kamothe Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680.0,9705.0,11.0,1,1,66.0
670,Unnamed Property,Sector 22 Kamothe Sector22 kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1000.0,7500.0,2.0,2,2,75.0
671,Omkar Meridia ,kurla west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,454.0,24229.0,8.0,1,1,110.0
672,Unnamed Property,IC Colony Mumbai,Ic Colony,10+ Year,Ready To Move,Carpet Area,634.0,22082.0,3.0,2,2,140.0
673,Paradise Sai World City ,Xxxx Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300.0,10000.0,12.0,2,2,130.0
674,Tejas Heights ,Xxx Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1154.0,10745.0,13.0,2,2,124.0
675,Ganraj Eknath Residency ,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Built Up Area,490.0,5293.0,1.0,1,1,25.9
676,Runwal Forests ,3502 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1528.0,19306.0,25.5,3,2,295.0
677,Runwal Forests ,4504 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729.0,17061.0,25.5,3,3,295.0
678,Runwal Forests ,2501 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729.0,17351.0,25.5,3,2,300.0
679,Aadi Allure ,302 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,665.0,23308.0,3.0,2,2,155.0
680,Aadi Allure ,1201 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,730.0,23972.0,12.0,2,2,175.0
681,Lake Primrose ,1010 Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,22000.0,10.0,3,3,330.0
682,Shraddha Autumn Park ,901 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,375.0,25333.0,9.0,1,2,95.0
683,Vijay Garden ,kavesar Thane Mumbai,Kavesar Thane,10+ Year,Ready To Move,Super Built Up Area,650.0,8923.0,7.0,1,1,58.0
684,Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,664.0,6250.0,10.0,2,2,41.5
685,Godrej Tranquil ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Under Construction,Carpet Area,438.0,23972.0,5.0,1,2,105.0
686,Unnamed Property,Acme Oasis Lokhandwala Township Kandivali East Kandivali East Mumbai,Kandivali Kandivali,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,17600.0,16.0,3,3,220.0
687,Deep Auralis The Twins ,Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1943.875,15007.0,4.0,4,4,300.0
688,Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Meadows Thane,10+ Year,Ready To Move,Built Up Area,1780.0,19157.0,8.0,3,3,341.0
689,Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1080.0,27777.0,25.5,3,3,300.0
690,Jewel Heights ,403 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,590.0,6101.0,4.0,2,2,36.0
691,Jewel Heights ,305 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,560.0,6250.0,3.0,2,2,35.0
692,Jewel Heights ,401 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,490.0,5000.0,4.0,1,1,24.5
693,Jewel Heights ,202 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,480.0,4791.0,2.0,1,1,23.0
694,Adhiraj Zinnia ,1402 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1600.0,13125.0,15.0,3,3,210.0
695,Indraprastha CHS ,Sion East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1300.0,38461.0,3.0,3,3,399.5
696,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,447.0,8892.0,23.0,1,1,39.8
697,Unnamed Property,1700 Anand Nagar Thane Mumbai,Nagar Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,12142.0,19.0,3,3,170.0
698,Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1205.0,16182.0,17.0,3,2,195.0
699,Unnamed Property,Kalyan East Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,4057.0,1.0,1,1,28.0
700,Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1100.0,10000.0,2.0,2,2,110.0
701,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1299.0,14241.0,12.0,2,2,185.0
702,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427.0,19271.0,9.0,3,3,275.0
703,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427.0,13314.0,20.0,2,2,190.0
704,Juhi Serenity ,1806 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,14583.0,18.0,2,2,175.0
705,Unnamed Property,304 Gaovdevi Maidan Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Super Built Up Area,620.0,14516.0,3.0,1,1,90.0
706,Kanakia Paris ,1001 Bandra Kurla Complex Mumbai South West Mumbai,Complex Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1034.0,33849.0,10.0,3,2,350.0
707,Unnamed Property,401 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,15333.0,4.0,3,3,230.0
708,Dosti West County ,2 Bhk Hill Facing Flat Available Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,800.0,14000.0,15.0,2,2,112.0
709,Unnamed Property,302 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,16500.0,3.0,2,2,165.0
710,Unnamed Property,202 Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,5 to 10 Year,Ready To Move,Carpet Area,700.0,17142.0,2.0,2,2,120.0
711,Hiranandani Gardens Lotus ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,850.0,30000.0,5.0,2,2,255.0
712,Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,817.0,11750.0,25.5,2,2,96.0
