Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
Ajmera New Era ,Opp Kdmc Bus Depot Murbad Road Kalyan West Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Super Built Up Area,711.0,6615,6,1,2,48.0
Piramal Vaikunth ,3 Bhk New Flat Available Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,1670.0,17964,7,3,3,300.0
Hiranandani Atlantis ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,762.0,48556,16,2,2,370.0
Paradise Sai Solitaire ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2015.0,8684,10,3,3,175.0
Rustomjee Azziano ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Built Up Area,1048.0,15267,33,2,2,160.0
Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1135.0,25991,13,3,2,295.0
Earth Aditya Heights ,Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,10476,13,2,2,110.0
Unnamed Property,501 Andheri East Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Built Up Area,300.0,18333,5,1,1,55.0
Balaji Heights ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1200.0,10583,18,2,2,127.0
Siddharth Geetanjali Sujay ,Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1615.0,10526,9,3,3,170.0
Windfield Keshav Winds ,Owe Village Navi Mumbai Mumbai,Village Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1100.0,9046,16,2,2,99.5
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,640.0,26250,2,1,1,168.0
Dosti Imperia ,3 Bhk Hill Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1835.0,14604,22,3,3,268.0
Shital Tapovan Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,670.0,8955,9,1,2,60.0
Navkaar Rabiya Residency ,Sector 30 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,525.0,4952,4,1,1,26.0
Unnamed Property,Sector 30 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,580.0,6379,1,1,1,37.0
Unnamed Property,Sector 30 Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,750.0,22666,13,2,2,170.0
Cosmos Empress Park ,1104 Anand Nagar Thane Mumbai,Nagar Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,10000,11,2,2,105.0
Unnamed Property,101 Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Plot Area,2700.0,27777,2,4,4,750.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,384.0,36197,8,1,2,139.0
The Pearl ,New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,665.0,6766,0,1,1,45.0
Marathon Nexzone ,000 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1215.0,7160,28,2,2,87.0
Siddhivinayak Garima ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,980.0,5051,4,2,2,49.5
Unnamed Property,700 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,10285,15,2,2,108.0
Dnyaneshawari Apartments ,Sector 16 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,950.0,12105,7,2,2,115.0
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,Kandarpada Mumbai,0 to 1 Year,Ready To Move,Carpet Area,753.0,25763,14,2,3,194.0
Mallhar Bhimashankar Heights ,New Link Road Kandarpada Dahisar West Kandarpada Mumbai,Dahisar Kandarpada,0 to 1 Year,Ready To Move,Carpet Area,753.0,23904,19,2,2,180.0
Veda CHS ,IC Colony Mumbai,Ic Colony,10+ Year,Ready To Move,Carpet Area,420.0,21428,5,1,1,90.0
Chheda Palladium ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,935.0,32085,13,3,3,300.0
Kohinoor Majestic ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,636.0,12421,6,2,1,79.0
Kings Court by TCJ Realty ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,765.0,10718,3,2,2,82.0
Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,651.0,8448,1,2,2,55.0
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,Malad Malad,1 to 5 Year,Ready To Move,Built Up Area,1307.0,16220,4,2,2,212.0
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,Malad Malad,1 to 5 Year,Ready To Move,Built Up Area,1919.0,16466,6,3,3,316.0
Sai Prasad Residency ,704 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,665.0,9774,4,1,1,65.0
Indiabulls Greens ,007 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,891.0,7744,14,2,2,69.0
Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430.0,10813,3,1,2,46.5
Orovia Phase 1 ,121 Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Carpet Area,771.0,16083,3,2,2,124.0
Unnamed Property,Malad West Mumbai,Malad Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1500.0,14000,7,4,4,210.0
Rna NG Suncity Phase 3 ,Thakur Village Mumbai,Thakur Village,5 to 10 Year,Ready To Move,Super Built Up Area,990.0,12626,8,2,2,125.0
Lokhandwala Spring Leaf ,Lokhandwala Kandivali East Mumbai,Lokhandwala Kandivali,1 to 5 Year,Ready To Move,Super Built Up Area,425.0,16000,2,1,1,68.0
Unnamed Property,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,600.0,15333,3,1,1,92.0
Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Meadows Thane,10+ Year,Ready To Move,Built Up Area,1780.0,19101,8,3,3,340.0
Tharwanis Rosa Bella ,Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1170.0,8803,17,2,2,103.0
Status Vihar ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1200.0,7333,5,2,2,88.0
Proviso Complex ,Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,9062,6,3,3,145.0
Uma Elements ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,730.0,4794,11,1,2,35.0
Unnamed Property,Sector 17 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,750.0,9066,1,1,1,68.0
Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,650.0,18461,4,2,2,120.0
Ajmera Aeon ,1603 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1995.0,23909,16,3,4,477.0
Unnamed Property,Jankalyan Nagar Mumbai,Jankalyan Nagar,5 to 10 Year,Ready To Move,Built Up Area,625.0,13280,7,1,2,83.0
Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,761.0,30000,7,2,2,228.0
Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1472.0,30000,7,4,4,442.0
Laxmi Avenue D Global City ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,4496,6,1,2,29.0
Sahakar Premier ,202 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1060.0,7735,2,2,2,82.0
One Hiranandani Park ,1303 Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,1 to 5 Year,Ready To Move,Carpet Area,559.0,27728,5,2,2,155.0
Hiranandani Gardens Richmond Tower ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,5000.0,33000,6,5,6,1650.0
Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2100.0,41666,15,3,4,875.0
Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2500.0,44000,14,4,5,1100.0
Hiranandani Castle Rock ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,25920,12,2,2,324.0
Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,432.0,7407,9,1,1,32.0
Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,920.0,4836,4,2,2,44.5
Nahars Amrit Shakti ,Nahar Amrit Shakti r 12 Sector chandivali Film Studio chandivali Farm Road andheri E mumbai 400072 Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1313.0,20944,16,3,2,275.0
Regency Towers ,503 Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Super Built Up Area,1150.0,11304,5,2,2,130.0
Om Shree Apartment ,110 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,11937,7,1,1,77.0
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1850.0,9081,3,3,3,168.0
Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,9777,10,2,2,132.0
Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,670.0,8955,2,2,2,60.0
Paradise Sai Crystals ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1175.0,9361,7,2,2,110.0
Unnamed Property,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1600.0,8312,10,3,3,133.0
Adani Western Heights ,000 4 Bunglows Mumbai,Bunglows Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1220.0,57377,25,4,3,700.0
Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,4728,4,1,2,30.5
Kalpataru Sunrise ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1645.0,15197,10,3,3,250.0
Unnamed Property,Andheri West Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1024.0,28320,8,2,2,290.0
Valencia Apartment ,203 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,550.0,20909,2,1,2,115.0
Today Global Genesis ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1135.0,8810,7,2,2,100.0
Shreeji Arcade ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1465.0,8873,11,3,3,130.0
Platinum Balaji Heights ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1200.0,6833,3,2,2,82.0
Kalpataru Srishti ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,827.0,16324,3,3,2,135.0
Giriraj Silver Star ,503 Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650.0,9923,6,1,1,64.5
SKD Pinnacolo ,Pinnacolo Bravely Park Kankia Road Mira Road Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,765.0,14960,1,1,2,76.0
Amisha Empire ,Hatkesh Udhog Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1080.0,8862,9,2,2,95.7
Prithvi Pride ,Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,642.0,13705,5,2,2,88.0
Marathon Nexzone ,602 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,825.0,7515,14,2,2,62.0
Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800.0,35714,7,4,4,1000.0
Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3000.0,46000,6,3,5,1380.0
Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800.0,46428,5,3,3,1300.0
Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,42105,13,3,3,800.0
Nahar Jonquille and Jamaica ,Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,17809,8,2,2,187.0
New Satara CHS ,3rd Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1050.0,9333,3,2,2,98.0
Unnamed Property,Koparkhairane Sector 15 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100.0,10000,1,2,2,110.0
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,16666,18,3,3,275.0
RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,14166,10,2,2,170.0
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,13636,17,2,2,150.0
Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1400.0,13214,17,3,2,185.0
Bhoomi Gardenia 2 ,Sector 20 Roadpali Navi Mumbai Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1130.0,7433,10,2,2,84.0
Vicky Apartment ,Prabhadevi South Mumbai Mumbai,Prabhadevi Mumbai,10+ Year,Ready To Move,Built Up Area,2064.0,42393,2,4,4,875.0
Bhumiraj Hermitage ,2501 Palm Beach Navi Mumbai Mumbai,Beach Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1693.0,25103,25,3,3,425.0
Baba Pearl Heights ,Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1275.0,6156,2,2,2,78.5
Unnamed Property,B601 Dadabhai Cross Road 1 Near Bhavans College Andheri West Mumbai 400058 Andheri West Mumbai,Mumbai Andheri,10+ Year,Ready To Move,Super Built Up Area,1100.0,19090,6,2,3,210.0
L and T Emerald Isle ,Powai Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,650.95,27960,12,2,2,182.0
Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,553.0,7866,8,2,2,43.5
Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,704.0,29119,8,2,2,205.0
Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,850.0,30065,17,3,3,256.0
Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,373.0,7640,6,1,1,28.5
Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,10+ Year,Ready To Move,Carpet Area,700.0,10000,3,2,2,70.0
Royce Vaibhavi City ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,650.0,6923,3,2,1,45.0
Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,1 to 5 Year,Ready To Move,Carpet Area,435.0,8275,2,1,1,36.0
Raunak City 3 ,Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Carpet Area,364.0,9890,6,1,1,36.0
Piramal Nagar CHS ,C 01 Goregaon West Mumbai,- Goregaon,10+ Year,Ready To Move,Super Built Up Area,905.0,30000,1,2,2,195.0
Unnamed Property,B Wing Oxford 202 Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Carpet Area,500.0,16400,2,1,2,82.0
Gajora Kalpavruksha Valley ,Sector 23 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,740.0,5135,1,1,2,38.0
Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418.0,8851,5,1,1,37.0
Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418.0,9569,2,1,1,40.0
Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,685.0,4817,4,1,1,33.0
Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,460.0,5217,3,1,1,24.0
Unnamed Property,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,710.0,6338,7,1,1,45.0
Kabra Centroid ,Kalina Mumbai South West Mumbai,Kalina Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,18400,8,2,2,230.0
Juhi Residency ,Sector 5 Kamothe Sector 5 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1333.0,7501,9,2,2,100.0
Unnamed Property,Sector 20 Kamothe Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,650.0,7076,3,1,1,46.0
VUB Veermaa Paradise ,Sector 20 Kamothe Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680.0,9705,11,1,1,66.0
Unnamed Property,Sector 22 Kamothe Sector22 kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1000.0,7500,2,2,2,75.0
Omkar Meridia ,kurla west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,454.0,24229,8,1,1,110.0
Unnamed Property,IC Colony Mumbai,Ic Colony,10+ Year,Ready To Move,Carpet Area,634.0,22082,3,2,2,140.0
Paradise Sai World City ,Xxxx Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300.0,10000,12,2,2,130.0
Tejas Heights ,Xxx Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1154.0,10745,13,2,2,124.0
Ganraj Eknath Residency ,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Built Up Area,490.0,5293,1,1,1,25.9
Runwal Forests ,3502 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1528.0,19306,43,3,2,295.0
Runwal Forests ,4504 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729.0,17061,47,3,3,295.0
Runwal Forests ,2501 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729.0,17351,35,3,2,300.0
Aadi Allure ,302 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,665.0,23308,3,2,2,155.0
Aadi Allure ,1201 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,730.0,23972,12,2,2,175.0
Lake Primrose ,1010 Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,22000,10,3,3,330.0
Shraddha Autumn Park ,901 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,375.0,25333,9,1,2,95.0
Vijay Garden ,kavesar Thane Mumbai,Kavesar Thane,10+ Year,Ready To Move,Super Built Up Area,650.0,8923,7,1,1,58.0
Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,664.0,6250,10,2,2,41.5
Godrej Tranquil ,Kandivali East Mumbai,Kandivali Mumbai,Dec-23,Under Construction,Carpet Area,438.0,23972,5,1,2,105.0
Unnamed Property,Acme Oasis Lokhandwala Township Kandivali East Kandivali East Mumbai,Kandivali Kandivali,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,17600,16,3,3,220.0
Deep Auralis The Twins ,Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1999.0,15007,4,4,4,300.0
Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Meadows Thane,10+ Year,Ready To Move,Built Up Area,1780.0,19157,8,3,3,341.0
Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1080.0,27777,35,3,3,300.0
Jewel Heights ,403 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,590.0,6101,4,2,2,36.0
Jewel Heights ,305 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,560.0,6250,3,2,2,35.0
Jewel Heights ,401 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,490.0,5000,4,1,1,24.5
Jewel Heights ,202 Badlapur West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Carpet Area,480.0,4791,2,1,1,23.0
Adhiraj Zinnia ,1402 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1600.0,13125,15,3,3,210.0
Indraprastha CHS ,Sion East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1300.0,38461,3,3,3,500.0
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,447.0,8892,23,1,1,39.8
Unnamed Property,1700 Anand Nagar Thane Mumbai,Nagar Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,12142,19,3,3,170.0
Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1205.0,16182,17,3,2,195.0
Unnamed Property,Kalyan East Mumbai Beyond Thane Mumbai,Mumbai Thane,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,4057,1,1,1,28.0
Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1100.0,10000,2,2,2,110.0
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1299.0,14241,12,2,2,185.0
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427.0,19271,9,3,3,275.0
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427.0,13314,20,2,2,190.0
Juhi Serenity ,1806 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,14583,18,2,2,175.0
Unnamed Property,304 Gaovdevi Maidan Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Super Built Up Area,620.0,14516,3,1,1,90.0
Kanakia Paris ,1001 Bandra Kurla Complex Mumbai South West Mumbai,Complex Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1034.0,33849,10,3,2,350.0
Unnamed Property,401 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,15333,4,3,3,230.0
Dosti West County ,2 Bhk Hill Facing Flat Available Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,800.0,14000,15,2,2,112.0
